Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY1, 12/22/33/42/52, 205, 183, 161, 139, 118, 97
BY1, 42/52/85, 200, 179, 158, 137, 116, 95
BY2, 42/52/88, 198, 177, 156, 135, 114, 93
CY1, 42/52/95, 207, 185, 163, 142, 121, 101
CY2, 42/52/98, 206, 184, 162, 142, 122, 102
EV, 42/52/75, 203, 184, 165, 143, 122, 101
S3, 12/22/33, –, 95, 84, 73, 62, 51
