Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AX, 260, 11, 21, 31, 41, 51, 208, 183, 158, 135, 113, 91
AY, 260, 12, 22, 33, 42, 52, 195, 171, 147, 125, 104, 83
AZ, 260, 13, 23, 35, 43, 53, 201, 179, 157, 136, 115, 94
BX1, 260, 41, 51, 84, 209, 182, 155, 132, 110, 88
BX2, 260, 41, 51, 87, 207, 180, 153, 130, 107, 85
BY1, 260, 42, 52, 85, 186, 162, 138, 116, 94, 73
BY2, 260, 42, 52, 88, 188, 164, 140, 118, 96, 74
BZ1, 260, 43, 53, 86, 203, 179, 155, 132, 110, 88
CP1, 260, 43, 53, 94, 194, 172, 150, 128, 106, 85
CQ1, 260, 41, 51, 95, 205, 175, 145, 124, 103, 83
CQ2, 260, 41, 51, 98, 204, 174, 144, 123, 102, 81
CR1, 260, 42, 52, 96, 188, 166, 144, 123, 102, 81
CR2, 260, 42, 52, 99, 186, 164, 142, 121, 100, 79
CX1, 260, 41, 51, 94, 198, 174, 150, 129, 109, 89
CY1, 260, 42, 52, 95, 199, 171, 143, 121, 99, 77
CY2, 260, 42, 52, 98, 198, 170, 142, 119, 97, 75
HX, 260, 11, 21, 32, 41, 51, 209, 184, 159, 137, 115, 93
HY, 260, 12, 22, 34, 42, 52, 196, 172, 148, 126, 105, 84
P1, 75, 50, –, 54, 45, 38, 31, 25
P2, 150, 50, 60, 124, 108, 92, 77, 63, 49
P3, 150, 60, 80, 128, 114, 100, 84, 69, 54
S1, 130, 11, 21, 31, –, 95, 85, 72, 59, 47
S2, 130, 11, 21, 32, –, 96, 86, 73, 61, 49
S3, 130, 12, 22, 33, –, 87, 76, 65, 55, 45
S4, 130, 12, 22, 34, –, 88, 77, 66, 56, 46
S5, 130, 13, 23, 35, –, 93, 84, 74, 64, 54
