Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AX, 250, 11, 31, 41, 51, 215, 188, 161, 131, 101, 72
AY, 250, 12, 32, 42, 52, 214, 188, 162, 128, 94, 60
AZ, 250, 13, 33, 43, 53, 207, 180, 153, 124, 96, 68
CX, 250, 11, 31, 51, 61, 222, 194, 165, 135, 106, 77
CY, 250, 12, 32, 52, 62, 216, 191, 166, 132, 98, 64
CZ, 250, 13, 33, 53, 63, 218, 190, 162, 133, 104, 75
DX, 250, 31, 51, 84, 213, 187, 161, 131, 102, 73
DXJ, 125, 31, 51, 110, 96, 76, 56, 37, 18
DY, 250, 32, 52, 85, 214, 184, 154, 120, 87, 54
DYJ, 125, 32, 52, 108, 92, 71, 51, 32, 13
DZ, 250, 33, 53, 86, 219, 191, 163, 133, 103, 74
DZJ, 125, 33, 53, 109, 94, 73, 54, 35, 16
EY, 250, 32, 42, 88, 213, 182, 151, 118, 85, 52
EYJ, 125, 32, 42, 108, 91, 69, 50, 31, 13
EZ, 250, 33, 43, 89, 211, 183, 155, 126, 97, 69
EZJ, 125, 33, 43, 105, 86, 66, 48, 31, 14
GX, 250, 31, 61, 87, 216, 190, 164, 134, 104, 74
GXJ, 125, 31, 61, 111, 97, 76, 57, 38, 19
GY, 250, 32, 62, 88, 215, 185, 155, 122, 89, 56
GYJ, 125, 32, 62, 109, 94, 73, 53, 34, 15
GZ, 250, 33, 63, 89, 221, 193, 164, 134, 105, 76
GZJ, 125, 33, 63, 110, 96, 74, 56, 38, 20
HY, 250, 32, 52, 95, 201, 172, 143, 110, 77, 45
HYN, 125, 32, 52, 108, 92, 71, 51, 32, 13
HZ, 250, 33, 53, 96, 210, 182, 154, 123, 93, 63
HZN, 125, 33, 53, 109, 94, 73, 54, 35, 16
IY, 250, 32, 42, 98, 211, 180, 149, 114, 80, 46
IYN, 125, 32, 42, 108, 91, 69, 50, 31, 13
IZ, 250, 33, 43, 99, 206, 179, 152, 123, 94, 66
IZN, 125, 33, 43, 105, 86, 66, 48, 31, 14
KX, 250, 31, 61, 97, 212, 184, 156, 125, 94, 63
KXN, 125, 31, 61, 111, 97, 76, 57, 38, 19
KY, 250, 32, 62, 98, 213, 183, 153, 118, 84, 50
KYN, 125, 32, 62, 109, 94, 73, 53, 34, 15
KZ, 250, 33, 63, 99, 217, 189, 161, 131, 102, 73
KZN, 125, 33, 63, 110, 96, 74, 56, 38, 20
OV, 250, 32, 52, 75, 216, 188, 160, 127, 94, 61
OVM, 125, 32, 52, 108, 92, 71, 51, 32, 13
P2, 75, 58, –, 51, 42, 33, 24, 15
P3, 75, 59, –, 50, 44, 35, 26, 18
PV, 250, 32, 42, 78, 212, 183, 154, 122, 90, 59
PVM, 125, 32, 42, 108, 91, 69, 50, 31, 13
RV, 250, 32, 62, 78, 214, 186, 158, 126, 94, 63
RVM, 125, 32, 62, 109, 94, 73, 53, 34, 15
S1, 125, 11, 21, –, 96, 81, 64, 48, 32
S2, 125, 11, 41, –, 91, 76, 61, 46, 32
S3, 125, 11, 51, –, 96, 80, 65, 50, 36
S4, 125, 12, 22, –, 101, 89, 69, 49, 29
S5, 125, 12, 42, –, 95, 82, 64, 46, 28
S6, 125, 12, 52, –, 96, 84, 65, 46, 27
S7, 125, 13, 23, –, 94, 81, 64, 48, 32
S8, 125, 13, 43, –, 85, 71, 57, 43, 30
S9, 125, 13, 53, –, 93, 79, 64, 49, 34
